round,alive,chs,cum_delivered,cum_drop,cum_malicious_delay,cum_malicious_drop,cum_timely_rate
1,100,13,71,4,1,0,0.9577464788732394
2,100,22,147,18,1,10,0.9795918367346939
3,100,12,217,34,1,22,0.9861751152073732
4,100,12,294,40,1,22,0.9897959183673469
5,100,12,363,56,1,36,0.9917355371900827
6,100,11,435,60,1,36,0.993103448275862
7,100,11,510,64,3,36,0.9705882352941176
8,100,11,589,83,3,49,0.9745331069609507
9,100,13,672,87,3,49,0.9776785714285714
10,100,16,750,89,4,49,0.9746666666666667
11,100,11,827,93,5,49,0.9685610640870617
12,100,11,898,105,5,55,0.9710467706013363
13,100,11,978,111,5,55,0.9734151329243353
14,100,11,1050,123,5,63,0.9752380952380952
15,100,11,1121,127,5,65,0.9768064228367529
16,100,11,1186,138,5,72,0.9780775716694773
17,100,11,1269,140,6,72,0.9771473601260835
18,100,11,1335,144,6,72,0.9782771535580524
19,100,11,1418,146,7,72,0.9774330042313117
20,100,13,1499,152,8,72,0.9759839893262174
21,100,11,1574,158,8,72,0.97712833545108
22,100,11,1659,166,8,72,0.9783001808318263
23,100,11,1741,172,8,72,0.9793222286042504
24,100,11,1805,182,8,78,0.9800554016620499
25,100,11,1882,184,8,78,0.9808714133900106
26,100,13,1954,184,8,78,0.9815762538382804
27,100,11,2034,188,8,78,0.9823008849557522
28,100,11,2104,196,9,80,0.9809885931558935
29,100,13,2187,200,9,80,0.9817101051668953
30,100,11,2263,204,9,82,0.9823243482103402
31,100,11,2343,206,9,82,0.9829278702518139
32,100,10,2413,210,9,82,0.9834231247409864
33,100,12,2483,214,9,82,0.9838904550946436
34,100,10,2567,222,10,82,0.9840280483054149
35,100,12,2648,226,10,82,0.9845166163141994
36,100,10,2717,228,10,82,0.9849098270150902
37,100,10,2792,238,10,82,0.9853151862464183
38,100,10,2871,248,10,82,0.9857192615813305
39,100,10,2950,250,10,82,0.9861016949152542
40,100,10,3028,254,10,82,0.9864597093791282
41,100,11,3089,254,10,82,0.9867270961476206
42,100,14,3158,258,10,82,0.987017099430019
43,100,10,3238,262,10,82,0.9873378628783199
44,100,10,3309,266,10,82,0.9876095497129042
45,100,10,3389,270,10,82,0.9879020359988198
46,100,10,3458,278,10,82,0.9881434355118566
47,100,10,3543,282,10,82,0.9884278859723398
48,100,10,3619,286,10,82,0.9886709035645206
49,100,10,3694,292,10,82,0.988900920411478
50,100,12,3770,292,10,82,0.9891246684350132
51,100,10,3848,294,10,82,0.9893451143451143
52,100,11,3921,296,10,82,0.9895434838051518
53,100,10,3998,298,10,82,0.9897448724362181
54,100,10,4076,304,10,82,0.9899411187438666
55,100,10,4157,310,10,82,0.9901371181140245
56,100,11,4229,314,10,82,0.9903050366516907
57,100,10,4303,314,10,82,0.9904717638856612
58,100,10,4392,316,10,82,0.9906648451730419
59,100,10,4469,320,10,82,0.9908256880733946
60,100,10,4533,326,10,82,0.9909552172953894
61,100,12,4618,328,10,82,0.991121697704634
62,100,10,4696,334,10,82,0.9912691652470187
63,100,11,4764,334,10,82,0.9913937867338372
64,100,10,4840,338,10,82,0.9915289256198347
65,100,13,4917,346,10,82,0.9916615822656091
66,100,10,4998,354,10,82,0.991796718687475
67,100,10,5069,360,10,82,0.9919116196488459
68,100,10,5149,364,10,82,0.9920372887939406
69,100,10,5226,364,10,82,0.9921546115575967
70,100,10,5298,364,10,82,0.9922612306530766
71,100,15,5378,368,10,82,0.9923763480847899
72,100,10,5455,374,10,82,0.9924839596700274
73,100,10,5534,376,10,82,0.9925912540657752
74,100,10,5614,384,10,82,0.9926968293551834
75,100,10,5694,390,10,82,0.9927994380049174
76,100,10,5749,396,10,82,0.9928683249260741
77,100,10,5830,400,10,82,0.992967409948542
78,100,11,5901,402,10,82,0.9930520250804948
79,100,10,5953,408,10,82,0.9931127162775072
80,100,11,6029,412,10,82,0.9931995355780395
81,100,10,6100,416,10,82,0.9932786885245901
82,100,10,6184,416,10,82,0.9933699870633894
83,100,10,6262,422,10,82,0.993452571063558
84,100,10,6331,422,10,82,0.993523929868899
85,100,10,6417,426,10,82,0.99361072152096
86,100,10,6478,430,10,82,0.9936708860759493
87,100,12,6563,432,10,82,0.9937528569251867
88,100,10,6648,438,10,82,0.9938327316486161
89,100,10,6720,442,10,82,0.9938988095238095
90,100,11,6778,444,10,82,0.9939510179994099
91,100,10,6857,448,10,82,0.9940207087647659
92,100,10,6935,458,10,82,0.9940879596250901
93,100,10,6999,460,10,82,0.9941420202886126
