algo_tag,algo,FND,HND,LND,func_life_pdr85,drop_p,total_p,pdr,drop_rate,timely_transfer_rate,energy_rate,energy_per_delivered,throughput_bits_per_round,avg_ch_per_round,avg_cluster_size,avg_hops_to_bs,malicious_delay,malicious_drop,blacklisted_malicious,blacklisted_normal,false_blacklist_events,control_overhead_bits,rounds_run,seed
SHEER,SHEER,1267,1283,6862,1283,6864,83602,0.9178967010358604,0.08210329896413959,0.9726602204905002,0.9459480992355508,0.0006511645828117303,44732.148061789565,2.1272223841445643,2.75394720406379,1.0,1838,3991,6,0,0,36187600,6862,42
ACTAR,ACTAR,788,907,2291,992,8696,82294,0.8943300848178481,0.10566991518215185,0.960678279301068,0.9182482055213228,0.0006790701300427817,128499.34526407682,4.140986468790921,5.629904472800592,1.6524633821571237,551,7462,1,0,0,34622200,2291,42
TFSM_DPC,TFSM_DPC,641,1021,6073,1052,6353,74387,0.9145952921881512,0.08540470781184883,0.9703089631654761,0.9439047468288067,0.0007183290026276011,44810.801910093855,2.229211262967232,2.7715863869204087,1.845694799658994,1577,4915,7,0,0,32069400,6073,42
DST_WOA,DST_WOA,773,1437,5114,1158,7348,84280,0.9128144280968201,0.08718557190317988,0.9769926688504134,0.9472520879592059,0.0006496549456070101,60173.64098552992,2.0856472428627297,5.362543996871335,1.4287682628815057,819,4549,8,0,0,35603600,5114,42
TRAIL,TRAIL,862,970,7995,1095,4769,78854,0.9395211403353032,0.060478859664696794,0.9911723020854424,0.9775089987507058,0.000674576875397018,37065.6660412758,2.1913696060037524,2.3389945649917108,1.250280083687656,2072,1266,10,0,0,34953600,7995,42
SHEER,SHEER,1320,1331,7335,1334,6499,83304,0.9219845385575722,0.07801546144242777,0.9759390664670269,0.9474257234525403,0.0006507740626797778,41884.11724608044,2.0985685071574642,2.637216866296621,1.0,1863,3957,7,0,0,36145400,7335,43
ACTAR,ACTAR,810,930,3331,1007,7253,81946,0.9114904937397799,0.08850950626022014,0.9660075241321141,0.9372147713481238,0.0006691426249600991,89694.38607024918,3.107775442809967,4.234285666633307,1.650395619402086,784,6085,4,0,0,34573800,3331,43
TFSM_DPC,TFSM_DPC,642,1061,6114,1442,5654,75547,0.9251591724357022,0.07484082756429777,0.976320947734394,0.9533154408672883,0.0007122440340830768,45726.52927706902,2.271508014393196,2.8345759192797777,1.8379093757600904,1432,4080,6,0,0,32577000,6114,43
DST_WOA,DST_WOA,785,1477,6134,1602,6919,83650,0.9172863120143455,0.08271368798565448,0.9813243669442598,0.952952360228226,0.0006513648318524694,50036.51776980763,1.9541897619823931,4.533192044343002,1.4285230219858989,967,3979,10,0,0,35697800,6134,43
TRAIL,TRAIL,871,987,8953,1100,4370,78728,0.944492429631135,0.055507570368865,0.9935178460959143,0.9800831511004433,0.0006720651160724765,33221.49000335083,2.0890204400759522,2.1027638727294877,1.2681352376341484,2290,1164,10,0,0,34890200,8953,43
SHEER,SHEER,1245,1258,6764,1262,6101,82962,0.9264603071285649,0.07353969287143514,0.9779992453910306,0.950894344183264,0.0006501587223836659,45452.986398580724,2.1363098758131285,2.764058143955396,1.0,1773,3527,8,0,0,35480400,6764,44
ACTAR,ACTAR,788,937,4650,1018,6055,80269,0.9245661463329554,0.07543385366704458,0.9747217506130919,0.9496937249516131,0.0006734642385430199,63840.0,2.4511827956989247,3.276062724014341,1.6560352494138573,1135,5162,6,0,0,33913000,4650,44
TFSM_DPC,TFSM_DPC,555,1037,5001,1077,6186,75392,0.9179488539898133,0.0820511460101867,0.9781810825650955,0.9487243072422596,0.0007205969468354023,55353.72925414917,2.480503899220156,3.3504080854446108,1.8241192960147965,1052,4535,8,0,0,32430600,5001,44
DST_WOA,DST_WOA,702,1337,5989,1323,6288,82717,0.9239817691647424,0.0760182308352576,0.9778879744599563,0.9554244008778614,0.0006539364498913876,51046.25146101185,1.9226916012689932,4.579409472922577,1.418793913305159,821,3862,8,0,0,35078400,5989,44
TRAIL,TRAIL,840,968,8514,1066,4235,78480,0.9460372069317023,0.053962793068297654,0.9927267829483467,0.9808199951331034,0.0006730531884687408,34881.37185811604,2.1160441625557906,2.163135299870728,1.2892989426897434,2254,1028,10,0,0,34238000,8514,44
SHEER,SHEER,1285,1297,10908,1303,5469,82128,0.9334088252483927,0.06659117475160725,0.9787630937006744,0.9597804212488966,0.0006518969502633428,28111.11111111111,1.707187385405207,2.100827701817801,1.0,3045,2899,9,0,0,36499600,10908,45
ACTAR,ACTAR,788,911,5937,1024,7099,81289,0.912669610894463,0.08733038910553703,0.968216740800647,0.9394330175822916,0.0006735885334075005,49984.840828701366,2.1574869462691595,2.8215915319124,1.6562879094217549,1637,6564,6,0,0,34593200,5937,45
TFSM_DPC,TFSM_DPC,611,1021,8440,1325,6008,75155,0.9200585456722773,0.0799414543277227,0.9777141452268355,0.9492697745589791,0.0007226969908657746,32771.090047393365,1.8881516587677725,2.3715136611889642,1.8559879676630946,2146,4396,8,0,0,33071600,8440,45
DST_WOA,DST_WOA,714,1363,9890,1755,5918,82849,0.9285688421103453,0.0714311578896547,0.986897349572994,0.9660879691178492,0.0006495436331027414,31114.661274014157,1.5255813953488373,3.3811341422312107,1.4222485084036345,2051,3986,10,0,0,35923600,9890,45
