round,alive,chs,cum_delivered,cum_drop,cum_malicious_delay,cum_malicious_drop,cum_timely_rate
1,100,16,50,43,2,25,0.96
2,100,14,113,86,3,50,0.9734513274336283
3,100,11,175,121,4,69,0.9314285714285714
4,100,9,258,137,6,69,0.8953488372093024
5,100,8,326,158,7,82,0.901840490797546
6,100,7,355,220,8,134,0.9070422535211268
7,100,8,434,238,10,134,0.8894009216589862
8,100,9,496,293,12,173,0.8588709677419355
9,100,9,550,337,14,201,0.8454545454545455
10,100,9,599,392,14,242,0.8580968280467446
11,100,9,674,410,15,242,0.8694362017804155
12,100,9,745,437,15,255,0.8818791946308725
13,100,9,814,465,16,269,0.8808353808353808
14,100,9,882,494,16,280,0.8900226757369615
15,100,9,942,534,18,300,0.8853503184713376
16,100,9,1006,570,19,318,0.885685884691849
17,100,9,1074,598,20,326,0.8864059590316573
18,100,9,1153,622,21,326,0.8863833477883781
19,100,9,1231,639,23,333,0.8789601949634444
20,100,9,1287,683,26,361,0.8725718725718725
21,100,9,1359,719,29,389,0.8682855040470935
22,100,9,1433,750,30,410,0.8667131891137474
23,100,9,1503,771,31,417,0.865602129075183
24,100,9,1571,810,32,438,0.8656906429026098
25,100,9,1643,838,32,448,0.8715763846622033
26,100,9,1696,912,34,506,0.8608490566037735
27,100,8,1749,957,34,529,0.8650657518582047
28,100,9,1819,981,34,541,0.8702583837273227
29,100,9,1899,997,37,541,0.8657187993680885
30,100,9,1956,1060,37,584,0.8696319018404908
31,100,9,1999,1123,37,635,0.8724362181090545
32,100,9,2069,1154,37,646,0.8767520541324312
33,100,8,2132,1198,38,664,0.8761726078799249
34,100,9,2203,1212,39,664,0.8769859282796187
35,100,9,2249,1274,40,704,0.8755002223210315
36,100,9,2318,1305,43,713,0.8718723037100949
37,100,9,2390,1332,44,720,0.8736401673640167
38,100,9,2451,1367,44,735,0.8767849857201142
39,100,8,2533,1379,47,735,0.8657718120805369
40,100,9,2583,1448,48,780,0.8641114982578397
41,100,9,2658,1477,49,789,0.86267870579383
42,100,8,2699,1527,49,831,0.8647647276769174
43,100,9,2753,1567,50,857,0.8634217217580821
44,100,9,2817,1606,50,884,0.8665246716364927
45,100,8,2894,1630,51,884,0.8673116793365584
46,100,9,2959,1672,52,912,0.8658330517066577
47,100,9,3007,1719,53,949,0.8643165946125707
48,100,8,3072,1756,54,962,0.8642578125
49,100,9,3133,1788,55,978,0.8637089052026812
50,100,9,3208,1806,58,978,0.85785536159601
